name	birth_date	birth_place	death_date	death_place	num_books	adepts	readers
Инна Богословская	1960-08-05	Харьков, Украинская ССР			1	0	0
М. Агеев	1898-07-27	Москва	1973-08-05	Ереван	21	10	1626
Хью Барнетт Кэйв	1910-07-12	Честер, Великобритания	2004-06-27		0	0	3
Йоэл Хаахтела	1972-09-10	Хельсинки, Финляндия			2	5	536
Эмануэле Треви	1964-01-07	Рим, Италия			1	0	20
Мила Иванцова	1960-11-27	Киев			20	2	217
Жильбер Синуэ	1947-02-18	Каир, Египет			15	1	142
Джеймс Бейкер	1946-10-18	Лонг-Бич, штат Калифорния, США	1997-11-05	Пасифик Пэлисейдс, штат Калифорния, США	4	0	134
Василий Соколов	1919-08-14	с. Петрушино Епифанского уезда Тульской губернии	1990-03-08	Москва	54	1	9
Александр Сенкевич	1941-02-26	Москва			9	0	28
Don Robertson	1929-03-21	Cleveland, Ohio	1999-03-21	Logan, Ohio.	1	0	1
Павел Берков	1896-12-14	Аккерман (Белгород-Днестровский)	1969-08-09	Ленинград	20	0	8
Геннадий Томахин	1931-02-15				12	0	6
Константин Губаревич	1907-01-05	деревня Радучи	1987-07-03		3	0	2
Евгений Витковский	1950-06-18	Москва			18	0	16
Надин Монфис	1953-02-12	Бельгия			1	0	14
Александр Шаров	1909-05-08	г.Киев, Российская империя	1984-02-13	г.Москва, СССР	56	7	370
Джим Старлин	1949-10-09	Детройт, Мичиган, США			31	0	76
Сергей Вольф	1935-08-08	Ленинград	2005-09-15	Санкт-Петербург	17	1	170
Джаноццо Манетти	1396-06-05	Неаполь	1459-10-27		5	0	3
Титус Попович	1930-05-30	Орадя, Королевство Румыния	1994-11-30	Тулча, Румыния	6	0	0
Светлана Гончаренко	1956-05-10	Пятигорск, Ставропольский край, СССР			16	0	6
Леонид Портер	1928-03-08	СССР	2008-06-26	Россия	1	0	0
Ромен Магарил	1931-11-19	Москва			4	0	0
Виктор Балашов	1917-02-19	Пенза	1984-11-19	Тольятти	17	0	14
Stefan Aust	1946-07-01	Stade, Germany			3	0	2
Андантин Белопухов	1929-09-15	Крым	1992-01-01	Москва	2	0	3
Юлий Кагарлицкий	1926-07-23	Москва, СССР	2000-05-12	Москва, Российская Федерация	14	0	27
Иван Цанкар	1876-05-10	Врхника	1918-12-11	Любляна	10	0	1
Линн Эбби	1948-09-08	Пикскилл, штат Нью-Йорк, США			13	0	120
Рышард Легутко	1949-12-24	Краков, Польша			1	0	1
Николай Воронцов	1959-07-01	Петропавловск, Казахстан			22	2	63
Григорій Семенчук	1991-06-19	Хмельницький			2	2	12
Джефф Вандермеер	1968-07-07	Белфонт, Пеннсильвания, США			40	7	1211
Иван Ряпасов	1885-05-23	пос. Натальинский. Красноуфимск. Пермская Губерния	1955-09-03		2	0	2
Агнеш Балинт	1922-10-23		2008-10-24		11	2	171
Арисима Такэо	1878-03-04	Токио, Япония	1923-06-09	пос. Каруидзава, преф. Нагано, Япония	7	4	61
Юлиан Кавалец	1916-10-11				6	0	3
Сильвия Плат	1932-10-27	Бостон, Массачусетс, США	1963-02-11	Лондон, Великобритания	34	62	2972
Константинос Кавафис	1863-04-29	Александрия, Египет	1933-04-29	Александрия, Египет	23	4	45
Константин Андреев	1971-07-28	Аткарск, Саратовская область, РСФСР, СССР			2	0	0
Маргарет Трумэн	1924-02-17	Индепенденс, штат Миссури, США.	2008-01-29		5	0	1
Каору Мори	1978-09-18	Токио			21	1	31
Айн Кальмус	1906-06-08	остров Хийумаа	2001-11-15		1	0	1
Ирина Петровская	1960-03-07	Москва			8	0	2
Simon Guerrier	1976-06-24	Romsey, Hampshire, England, UK			32	0	12
Эдмунд Низюрский	1925-07-10	Кельц	2013-10-09		10	0	17
Карл Ганс Штробль	1877-01-18	Йиглава, Австро-Венгрия	1946-03-10	Перхтольдсдорф, Австрия	2	0	9
Владимир Келер	1908-04-01	в Полторацке (ныне - Ашхабад, Туркменистан)	1985-03-05	Москва	9	1	17
Николай Щербина	1821-12-02	деревня Грузко-Еланчинская близ Таганрога, Область Войска Донского	1869-04-10	Сан-Петербург	8	0	1
Константин Куксин	1977-12-03	Москва			9	8	25
Александр Яковлев	1928-11-28	Саратов	2005-04-04	Москва	4	0	1
Николай Пасконов	1949-01-03		2002-09-27	Уфа, Россия	2	1	3
Ода Эйитиро	1975-01-01	Кумамото, Япония			110	32	180
Тоби Болл	1967-08-23	Вашингтон, округ Колумбия, США			1	0	15
Энн Пэтчетт	1963-12-02	Лос-Анджелес, Калифорния			19	4	116
Антуан Фюретьер	1619-12-28	Париж,Франция	1688-05-14	Париж,Франция	2	0	2
Юрий Цурганов	1971-03-05	Москва			4	0	6
Анастасия Эльберг	1984-09-03	Российская Федерация (г. Омск)			10	1	6
Екатерина Сабанеева	1829-05-27	Россия, Калуга	1889-01-01	Россия	1	0	3
Антон Белозеров	1971-05-29	Санкт-Петербург, Россия			3	0	24
Лейф Г. В. Перссон	1945-03-12	Стокгольм. Швеция			14	5	95
Зиновий Зиник	1945-06-16	Москва, СССР			12	0	6
Лидия Мищенко	1924-03-25	Чернокаменка, Харьковская область, Украина, СССР	1975-03-08	Кишинёв	10	1	4
Игорь Шкляревский	1938-06-25	Белыничи, Могилёвская область, Белорусская ССР			27	1	25
Франсеск Миральес	1968-08-27	Барселона			14	1	271
Александр Кротов	1989-02-11	г.Горький			2	0	1
Бьянка Питцорно	1942-08-12	остров Сардиния			11	11	541
Анатоль Вярцінскі	1931-11-18	д. Демешково, Лепельский р-н, Витебская обл., Беларусь			17	0	5
Элисабет Рюнель	1954-05-17	Стокгольм			2	0	88
Сергей Заяшников	1964-10-19	п.Кули, Петровск-Забайкальский район, Читинская область			9	1	11
Jorge Edwards	1931-06-29	Сантьяго, Чили			2	0	0
Энтони Джей	1930-04-20	Англия			7	0	102
Ольга Болдырева	1991-12-21				4	6	249
Алексей Казанцев	1945-12-11	Москва, СССР	2007-09-05	Бургас, Болгария	5	0	4
Герман Хакен	1927-07-12				10	1	11
Ю Айда	1977-10-08	Япония			9	1	163
Хосе Лесама Лима	1910-12-19	Гавана, Куба	1976-08-09	Гавана, Куба	5	0	7
Николай Долгополов	1949-01-11	Москва, СССР			19	2	41
Андре Савиньон	1878-01-01	Тарб, Франция	1947-01-10	Лондон, Великобритания	2	0	6
Тимоти Лири	1920-10-22	Спрингфилд, Массачусетс, США	1996-05-31	Лос-Анджелес, Калифорния, США	16	31	509
Алексей Ачаир (наст. фам. - Грызов)	1896-08-23	Омск	1960-12-16	Новосибирск	1	0	1
Бертран Бонелло	1967-09-11	Ницца, Франция			1	0	0
Вейкко Хуовинен	1927-05-07	Симо, Финляндия	2009-10-04	Соткамо, Финляндия	2	0	3
Патрик Несс	1971-01-01	Александрия, шт. Виргиния, США			58	88	6806
Ральф Густав Дарендорф	1929-05-01	Гамбург, Германия	2009-06-17	Кельн, Германия	2	0	1
Дрю Бэрримор	1975-02-22	город Калвер-Сити, штат Калифорния (США)			2	0	3
Шандор Мараи	1900-04-11	Кашша, Австро-Венгрия	1989-02-22	Сан-Диего, США	15	2	8
Ольга Добросовестная	2000-01-10	Москва			2	2	14
Евгений Горбов	1906-03-09	Теплик, Винницкая область	1973-05-13	город Орел	4	0	3
Джон Маркофф	1949-10-29	Окленд, Калифорния			1	0	11
Элизабет Санксей Холдинг	1889-06-18	Бруклин, Нью-Йорк, США	1995-02-07	Бронкс, Нью-Йорк, США	1	0	0
Александр Яковлев	1955-01-01	г.Наволоки, Ивановская область, СССР			15	0	25
Алексей Бармин	1900-03-21	Екатеринбург, Российская Империя	1952-01-01	Ленинград, СССР	9	0	7
Йон Хеллевиг	1962-02-26	Хельсинки, Финляндия			3	0	0
Борислав Пекич	1930-02-04	Подгорица, Королевство Югославия	1992-07-02	Лондон	1	1	0
Эрик Аксель Карлфельдт	1864-07-20	пос.Карльбу, Коппарберг, Швеция	1931-04-08	Стокгольм, Швеция	2	0	0
Петр Маковецкий	1922-09-25	д. Менютево Сенненского р-на Витебской обл.	1980-01-01		6	0	22
Шон Филлипс	1965-01-27				13	0	165
Дмитрий Вересов	1956-11-23	Ленинград, СССР			171	10	383
Густав Эмар	1818-09-13	Париж, Франция	1883-06-20	Париж, Франция	153	6	180
Иренеус Эйбль-Эйбесфельд	1928-06-15	Вена, Австрия			2	0	1
Ярослава Танькова	1978-08-22	Кизел, Пермская область, СССР			5	0	32
Томас Ф. Монтелеоне	1946-04-14	Балтимор, Мэриленд, США			4	0	8
Нэнси Коллинз	1959-09-10	Макги, Арканзас, США			12	3	131
Хелена Секула	1927-08-30	Варшава, Польша			3	0	6
Ианнуарий Ивлиев	1943-12-09	Вологда			91	0	3
Майкл Берг	1973-06-29				8	0	10
Отто Хеннинг	1924-02-04		2012-10-13		2	0	0
Каролина Ламарш	1955-03-03	Льеж, Бельгия			2	0	19
Нобухиро Вацуки	1970-05-26	столичный округ Токио			29	2	31
Пьер Левек	1921-08-11		2004-03-05		1	0	7
Икэда Акихиса	1976-10-25	преф. Миядзаки, Япония			8	0	18
Николай Станкевич	1813-09-27	Удеревка, Воронежская губерния	1840-06-25	Нови-Лигуре, Сардинское королевство	2	0	0
Дмитрий Колосов	1967-09-30	Тула, Тульская область, СССР			11	1	16
Курт Отто Фридрихс	1901-09-28	Киль, Германская империя	1982-12-31	Нью-Рошелл, США	1	0	0
Жермена де Сталь	1766-04-22	Париж	1817-07-14	Париж	9	3	61
Славамір Адамовіч	1962-03-08	Унежма, Онежский район Архангельской области			2	0	2
Филарет Чернов	1878-12-24	Перово, Ковровский уезд, Владимирская губерния	1940-12-04	Москва	1	0	2
Филип Норман	1943-04-13				4	0	11
Виктория Мельникова	1987-08-03	г. Воронеж			1	1	61
Татьяна Егорова	1944-01-08	Москва			26	0	200
Михаил Мельтюхов	1966-03-16	Москва, СССР			21	0	28
Вольфганг Нейгауз	1929-03-27		1966-08-24		2	0	1
Татьяна де Росней	1961-09-28	Нёйи-сюр-Сен, Франция			27	7	1341
Пьер Буль	1912-02-20	Авиньон, Франция	1991-01-30	Париж, Франция	32	7	1425
Всеволод Глуховцев	1965-01-12				8	0	26
Алексей Попов	1892-03-24	Николаевск	1961-08-18	Москва	33	0	10
